[16:48:57] [main/INFO]: ModLauncher running: args [--username, kaito06241234, --version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 6b3bab0743834251b460ff32b472be15, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.14, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:48:57] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.8 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:49:01] [main/INFO]: Found mod file MysticalAdaptations-1.19.2-1.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file MysticalAgradditions-1.19.2-6.0.3.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file MysticalAgriculture-1.19.2-6.0.11.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file MysticalCustomization-1.19.2-4.0.1.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file namepain-1.4.1 forge-1.19.x.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file NaturesAura-38.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file NaturesCompass-1.19.2-1.10.0-forge.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file notenoughcrashes-4.2.1+1.19.2-forge.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Oh_The_Biomes_You'll_Go-forge-1.19.2-2.0.1.4.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Patchouli-1.19.2-77.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file PigPen-Forge-1.19.2-11.1.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Placebo-1.19.2-7.3.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file polylib-forge-1900.0.2-build.73.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file PuzzlesLib-v4.4.3-1.19.2-Forge.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Quark-3.4-405.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file questsadditions-1.19.2-1.4.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file reap-1.19.2-1.0.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file rebornstorage-1.19.2-5.0.3.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file recall-1.19-1.3.1.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file refinedcooking-3.0.3.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file refinedstorage-1.11.6.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file refinedstorageaddons-0.9.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file repurposed_structures_forge-6.3.24+1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file resourcefulconfig-forge-1.19.2-1.0.20.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file resourcefullib-forge-1.19.2-1.1.24.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file RootsClassic-1.19.2-1.1.35.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file RottenLeather-1.19-1.4.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file rsrequestify-2.3.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Runelic-Forge-1.19.2-14.1.4.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file sebastrnlib-2.0.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file shutupexperimentalsettings-1.0.5.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file silent-lib-1.19.2-7.0.3.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file sophisticatedbackpacks-1.19.2-3.18.54.881.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file sophisticatedcore-1.19.2-0.5.78.363.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file squatgrow-3.0.0-build.33+mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file starterkit-1.19.2-5.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file structure_gel-1.19.2-2.7.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file supermartijn642configlib-1.1.7-forge-mc1.19.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file supermartijn642corelib-1.1.10-forge-mc1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file supplementaries-1.19.2-2.3.20.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file swingthroughgrass-1.19.2-1.10.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file TerraBlender-forge-1.19.2-2.0.1.136.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file theoneprobe-1.19-6.2.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file Tired-1.19-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file ToastControl-1.19.2-7.0.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file tombstone-8.2.10-1.19.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file torchmaster-19.2.90.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file twilightforest-1.19.2-4.2.1518-universal.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file UltimateFurnaces-1.19.2-1.0.1.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file universalgrid-1.19.2-1.1.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file waystones-forge-1.19.2-11.4.0.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:01] [main/INFO]: Found mod file WoolyTrees-1.19-1.1.2.jar of type MOD with provider {mods folder locator at C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\mods}
[16:49:02] [main/WARN]: Mod file C:\Users\niino\curseforge\minecraft\Install\libraries\net\minecraftforge\fmlcore\1.19.2-43.2.14\fmlcore-1.19.2-43.2.14.jar is missing mods.toml file
[16:49:02] [main/WARN]: Mod file C:\Users\niino\curseforge\minecraft\Install\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.2.14\javafmllanguage-1.19.2-43.2.14.jar is missing mods.toml file
[16:49:02] [main/WARN]: Mod file C:\Users\niino\curseforge\minecraft\Install\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.2.14\lowcodelanguage-1.19.2-43.2.14.jar is missing mods.toml file
[16:49:02] [main/WARN]: Mod file C:\Users\niino\curseforge\minecraft\Install\libraries\net\minecraftforge\mclanguage\1.19.2-43.2.14\mclanguage-1.19.2-43.2.14.jar is missing mods.toml file
[16:49:02] [main/INFO]: Found mod file fmlcore-1.19.2-43.2.14.jar of type LIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found mod file javafmllanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found mod file lowcodelanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found mod file mclanguage-1.19.2-43.2.14.jar of type LANGPROVIDER with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found mod file client-1.19.2-20220805.130853-srg.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found mod file forge-1.19.2-43.2.14-universal.jar of type MOD with provider net.minecraftforge.fml.loading.moddiscovery.MinecraftLocator@24097e9b
[16:49:02] [main/INFO]: Found 3 dependencies adding them to mods collection
[16:49:02] [main/INFO]: Found mod file mixinextras-forge-0.2.0-beta.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@66ad7bf0
[16:49:02] [main/INFO]: Found mod file MixinExtras-0.2.0-beta.6.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@66ad7bf0
[16:49:02] [main/INFO]: Found mod file Registrate-MC1.19-1.1.5.jar of type GAMELIBRARY with provider net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator@66ad7bf0
[16:49:10] [main/INFO]: Compatibility level set to JAVA_17
[16:49:10] [main/INFO]: Launching target 'forgeclient' with arguments [--version, forge-43.2.14, --gameDir, C:\Users\niino\curseforge\minecraft\Instances\Chunk Block, --assetsDir, C:\Users\niino\curseforge\minecraft\Install\assets, --uuid, 6b3bab0743834251b460ff32b472be15, --username, kaito06241234, --assetIndex, 1.19, --accessToken, ????????, --clientId, MjdkODQ2N2ItMDRhZS00NzJkLWJlMTItZmQ0OWIzMWEyZjkw, --xuid, 2535473698352415, --userType, msa, --versionType, release, --width, 1024, --height, 768]
[16:49:11] [main/WARN]: Reference map 'universalgrid.refmap.json' for universalgrid.mixins.json could not be read. If this is a development environment you can ignore this message
[16:49:11] [main/WARN]: Reference map '${refmap_target}refmap.json' for corgilib.forge.mixins.json could not be read. If this is a development environment you can ignore this message
[16:49:11] [main/WARN]: Reference map 'polylib-forge-refmap.json' for polylib-forge.mixins.json could not be read. If this is a development environment you can ignore this message
[16:49:11] [main/INFO]: APPLYING MIXIN: de.keksuccino.auudio.mixin.client.MixinSoundBufferLibrary | TO TARGET: net.minecraft.client.sounds.SoundBufferLibrary
[16:49:11] [main/INFO]: APPLYING MIXIN: de.keksuccino.auudio.mixin.client.MixinSoundEngine | TO TARGET: net.minecraft.client.sounds.SoundEngine
[16:49:12] [main/WARN]: Error loading class: vectorwing/farmersdelight/common/block/TomatoVineBlock (java.lang.ClassNotFoundException: vectorwing.farmersdelight.common.block.TomatoVineBlock)
[16:49:12] [main/WARN]: @Mixin target vectorwing.farmersdelight.common.block.TomatoVineBlock was not found supplementaries.mixins.json:CompatFarmersDelightMixin
[16:49:13] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:13] [main/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:19] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:19] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:21] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:21] [pool-3-thread-1/INFO]: Patching IForgeItemStack#getEnchantmentLevel
[16:49:24] [pool-3-thread-1/INFO]: Building unoptimized datafixer
[16:49:30] [Render thread/WARN]: Assets URL 'union:/C:/Users/niino/curseforge/minecraft/Install/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23533!/assets/.mcassetsroot' uses unexpected schema
[16:49:30] [Render thread/WARN]: Assets URL 'union:/C:/Users/niino/curseforge/minecraft/Install/libraries/net/minecraft/client/1.19.2-20220805.130853/client-1.19.2-20220805.130853-srg.jar%23533!/data/.mcassetsroot' uses unexpected schema
[16:49:30] [Render thread/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[16:49:30] [Render thread/INFO]: Setting user: kaito06241234
[16:49:31] [Render thread/INFO]: Backend library: LWJGL version 3.3.1 build 7
[16:49:33] [modloading-worker-0/INFO]: Initialized!
[16:49:33] [modloading-worker-0/INFO]: Macaw's Roofs - Oh The Biomes You'll Go : Loading...
[16:49:33] [modloading-worker-0/INFO]: Macaw's Bridges - Biome O' Plenty : Loading ...
[16:49:33] [modloading-worker-0/INFO]: Macaw's Bridges - Biome O' Plenty : Is Charged
[16:49:33] [modloading-worker-0/INFO]: Loading config: C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\config\universalgrid-common.toml
[16:49:33] [modloading-worker-0/INFO]: Built config: C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\config\universalgrid-common.toml
[16:49:34] [modloading-worker-0/INFO]: Loaded config: C:\Users\niino\curseforge\minecraft\Instances\Chunk Block\config\universalgrid-common.toml
[16:49:34] [modloading-worker-0/ERROR]: Mod {} is using deprecated binbBlockRenderLayers option.
[16:49:34] [modloading-worker-0/INFO]: Thanks for using Material Elements (https://www.curseforge.com/minecraft/mc-mods/material-elements). I hope you enjoy the mod. :)
[16:49:34] [modloading-worker-0/INFO]: ? Register Material Elements Potions ...
[16:49:34] [modloading-worker-0/INFO]: ? Register Material Elements Blocks ...
[16:49:35] [modloading-worker-0/INFO]: Macaw's Roofs - Oh The Biomes You'll Go : Is Charged
[16:49:35] [modloading-worker-0/WARN]: Config field without expected type, will not validate list content (dimensionAllowList in net.blay09.mods.forgivingvoid.ForgivingVoidConfigData)
[16:49:35] [modloading-worker-0/WARN]: Config field without expected type, will not validate list content (dimensionDenyList in net.blay09.mods.forgivingvoid.ForgivingVoidConfigData)
[16:49:35] [modloading-worker-0/INFO]: ? Register Material Elements Items ...
[16:49:36] [modloading-worker-0/INFO]: Initialize mod Library Ferret
[16:49:36] [modloading-worker-0/WARN]: Config field without expected type, will not validate list content (merchantNames in net.blay09.mods.farmingforblockheads.FarmingForBlockheadsConfigData)
[16:49:36] [modloading-worker-0/INFO]: Initialized mod Library Ferret
[16:49:36] [modloading-worker-0/ERROR]: Mod {} is using deprecated binbBlockRenderLayers option.
[16:49:36] [modloading-worker-0/WARN]: Method overwrite conflict for extractPools in enhancedcelestials.mixins.json:MixinLootTableManager, previously written by potionstudios.byg.mixin.common.world.level.storage.loot.MixinLootTableManager. Skipping method.
[16:49:36] [modloading-worker-0/INFO]: Forge mod loading, version 43.2.14, for MC 1.19.2 with MCP 20220805.130853
[16:49:36] [modloading-worker-0/INFO]: MinecraftForge v43.2.14 Initialized
[16:49:37] [modloading-worker-0/INFO]: Constructing client components for mod armorstatues
[16:49:37] [modloading-worker-0/INFO]: Constructing common components for mod puzzleslib
[16:49:37] [modloading-worker-0/INFO]: Constructing client components for mod armorstatues
[16:49:37] [modloading-worker-0/INFO]: Constructing common components for mod armorstatues
[16:49:38] [modloading-worker-0/INFO]: Constructing common components for mod armorstatues
[16:49:38] [Modding Legacy/blue_skies/Supporters thread/INFO]: Attempting to load the Modding Legacy supporters list from https://moddinglegacy.com/supporters-changelogs/supporters.txt
[16:49:38] [modloading-worker-0/INFO]: Macaw's Furnitures - Biome O' Plenty : Loading...
[16:49:39] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
